feature,importance_gain,importance_normalized
PREV_NAME_GOODS_CATEGORY_AUDIO_VIDEO_MEAN,55.65431213378906,0.0011893849334867986
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,55.49761962890625,0.001186036267456215
CNT_FAM_MEMBERS,55.2389030456543,0.0011805072510266644
PREV_NAME_CASH_LOAN_PURPOSE_REPAIRS_MEAN,54.464454650878906,0.0011639565612922447
ELEVATORS_AVG,54.12065124511719,0.001156609159532765
CC_AMT_CREDIT_LIMIT_ACTUAL_MAX,54.04732131958008,0.0011550420301358931
ENTRANCES_AVG,53.8243293762207,0.0011502764828215538
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,53.78413772583008,0.0011494175494955671
PREV_PRODUCT_COMBINATION_CARD_STREET_MEAN,53.61344528198242,0.001145769691617378
BURO_CREDIT_TYPE_CONSUMER_CREDIT_MEAN,53.455108642578125,0.0011423858888875249
CC_CNT_DRAWINGS_CURRENT_SUM,53.2535400390625,0.0011380781784713198
NAME_EDUCATION_TYPE_Incomplete_higher,52.728759765625,0.001126863131034974
NONLIVINGAREA_AVG,52.57398223876953,0.0011235553898838173
REFUSED_AMT_CREDIT_MAX,51.91351318359375,0.0011094405457119602
BURO_DAYS_CREDIT_ENDDATE_MIN,51.684486389160156,0.00110454602796086
OCCUPATION_TYPE_Laborers,50.859336853027344,0.0010869118072055891
CC_SK_DPD_MEAN,49.720062255859375,0.0010625644387982965
YEARS_BUILD_AVG,48.790950775146484,0.0010427084536226462
NONLIVINGAPARTMENTS_AVG,48.625816345214844,0.0010391793757231931
PREV_CHANNEL_TYPE_COUNTRY_WIDE_MEAN,48.61943054199219,0.0010390429051093263
ORGANIZATION_TYPE_Trade_type_2,48.24392318725586,0.0010310179601766996
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,47.83628845214844,0.0010223064229442
REFUSED_AMT_CREDIT_MEAN,47.545013427734375,0.0010160816020407222
PREV_NAME_SELLER_INDUSTRY_INDUSTRY_MEAN,47.03307342529297,0.0010051409632580658
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,46.74289321899414,0.0009989395396462128
BURO_CNT_CREDIT_PROLONG_SUM,46.34062194824219,0.0009903426246855754
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,45.7083854675293,0.000976831137152445
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,45.598724365234375,0.0009744875763777545
REFUSED_APP_CREDIT_PERC_MEAN,44.50361633300781,0.0009510840889545425
YEARS_BUILD_MEDI,44.42681884765625,0.0009494428545469148
ENTRANCES_MODE,44.032997131347656,0.0009410265145024751
BURO_BB_STATUS_X_MEAN_MEAN,43.826011657714844,0.0009366030404831092
CC_SK_DPD_DEF_MEAN,43.15498352050781,0.0009222625388087529
PREV_PRODUCT_COMBINATION_POS_HOUSEHOLD_WITH_INTEREST_MEAN,42.88882827758789,0.0009165745512340168
FLOORSMIN_MEDI,40.75191879272461,0.0008709067880710911
PREV_AMT_DOWN_PAYMENT_MIN,39.594810485839844,0.0008461782965336742
PREV_NAME_SELLER_INDUSTRY_CONSUMER_ELECTRONICS_MEAN,36.60105514526367,0.0007821989324896591
PREV_NAME_SELLER_INDUSTRY_CONSTRUCTION_MEAN,31.786834716796875,0.0006793145193225722
CNT_CHILDREN,31.32710075378418,0.000669489572646293
PREV_PRODUCT_COMBINATION_POS_MOBILE_WITHOUT_INTEREST_MEAN,28.211196899414062,0.0006028997801128363
FLAG_DOCUMENT_8,26.813751220703125,0.0005730350531599731
WEEKDAY_APPR_PROCESS_START_TUESDAY,20.87969970703125,0.0004462187977020091
